company,assessment_date,institution_type,pcaf_signatory,pcaf_part,criterion,score,max_score,percentage,verification_status,extraction_result,evidence,priority,gap_description,assessor_notes
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part B,Temporal Coverage,1,3,33.3,[UNVERIFIED],,Temporal extent requires human verification.,—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part C,Asset Class Coverage,N/A,N/A,,[N/A],,N/A — not an insurer/reinsurer.,N/A,N/A,V2 client-verified – N/A
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part C,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part C,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Zurich,2024-12-31,Insurance,Signatory,Part A,Asset Class Coverage,2,5,40.0,[UNVERIFIED],,"8.5/18 = 47.2%. Asset classes found: ['listed_equity_bonds', 'mortgages', 'sovereign_debt'].",—,—,V2 client-verified
Zurich,2024-12-31,Insurance,Signatory,Part A,Data Quality Score,4,5,80.0,[UNVERIFIED],"[FOUND — HUMAN VERIFICATION REQUIRED: DQS values extracted by regex, need context check]",DQS value: 1.8.,—,—,V2 client-verified
Zurich,2024-12-31,Insurance,Signatory,Part A,Attribution Methodology,2,5,40.0,[UNVERIFIED],,"PCAF mentioned (L4213), partial coverage.",—,—,V2 client-verified
Zurich,2024-12-31,Insurance,Signatory,Part A,Portfolio Coverage,0,5,0.0,[UNVERIFIED],[NOT FOUND],No portfolio coverage percentage identified.,—,—,V2 client-verified
Zurich,2024-12-31,Insurance,Signatory,Part A,Temporal Coverage,3,3,100.0,[UNVERIFIED],,"Years: [2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]. Targets: True.",—,—,V2 client-verified
Zurich,2024-12-31,Insurance,Signatory,Part B,Asset Class Coverage,N/A,N/A,,[N/A],,N/A — not a bank/bancassurance.,N/A,N/A,V2 client-verified – N/A
Zurich,2024-12-31,Insurance,Signatory,Part B,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Zurich,2024-12-31,Insurance,Signatory,Part B,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Zurich,2024-12-31,Insurance,Signatory,Part C,Asset Class Coverage,2,5,40.0,[UNVERIFIED],,IAE mentioned at L4169.,—,—,V2 client-verified
Zurich,2024-12-31,Insurance,Signatory,Part C,Attribution Methodology,2,5,40.0,[UNVERIFIED],,Methodology details require human verification.,—,—,V2 client-verified
Zurich,2024-12-31,Insurance,Signatory,Part C,Temporal Coverage,1,3,33.3,[UNVERIFIED],,Temporal extent requires human verification.,—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part A,Asset Class Coverage,4,5,80.0,[VERIFIED],,"16.0/18 = 88.9%. 6 asset classes reported (listed equity+bonds, business loans, project finance, CRE, mortgages, motor vehicles). Sovereign debt confirmed absent after full report search (89,783 lines). Level 4 (70-90%).",—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part A,Data Quality Score,2,5,40.0,[VERIFIED],,"Overall DQS S1&S2 = 4.0. Per asset class: Mortgages 3.9, CRE WB 3.7, CRE BB 3.3, Corporate BB 5.0, Corporate WB 4.0, Equity 4.9, Bonds 3.6. Range 3.5-4.5 -> Score 2.",—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part A,Attribution Methodology,4,5,80.0,[VERIFIED],,'calculated in accordance with the Partnership for Carbon Accounting Financials (PCAF) methodology'. SBTi 1.5C validated (L19967). PCAF signatory not explicitly stated in report. Score 4.,—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part A,Portfolio Coverage,3,5,60.0,[VERIFIED],,"79.0% = 704.5 / 892.0 EUR bn. Exclusions: money market (179bn), private individuals (18bn), accrued interest (-9bn). Range 60-80% -> Score 3.",—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part A,Temporal Coverage,3,3,100.0,[VERIFIED],,"Terra since 2018, financed emissions ref year 2021, reductions tracked since 2019. 2030 SBTi targets + 2050 net zero. Score 3.",—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part B,Asset Class Coverage,1,5,20.0,[VERIFIED],,Syndicated loans only (45.4 EUR bn). DCM/ECM excluded (<2.5% threshold). 1 of 5 Part B classes. Level 1.,—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part B,Attribution Methodology,3,5,60.0,[VERIFIED],,"'PCAF methodology for facilitated emissions, applying the prescribed weighting factor of 33 percent'. Score 3.",—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part B,Temporal Coverage,1,3,33.3,[VERIFIED],,Facilitated emissions table shows 2025 and 2024 only. 2 years. Score 1.,—,—,V2 client-verified
ING,2024-12-31,Bank,Signatory,Part C,Asset Class Coverage,N/A,N/A,,[N/A],,"N/A - ING is a bank, not insurer/reinsurer.",N/A,N/A,V2 client-verified – N/A
ING,2024-12-31,Bank,Signatory,Part C,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
ING,2024-12-31,Bank,Signatory,Part C,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Julius Baer,2024-12-31,Bank,Signatory,Part A,Asset Class Coverage,4,5,80.0,[VERIFIED],,"14.0/18 = 77.8%. Treasury book: listed equities + corporate bonds S1&S2+S3 (L1867-1874, CHF 10.4bn measured, 68% coverage). Lending book: corporate loans S1&S2+S3 (L2607+). Mortgage book: residential RE + commercial RE (L2521-2560, CHF 8.3bn, 97% coverage). Sovereign debt: production emissions excl/incl LULUCF (L2218-2224, CHF 6.1bn, 100% coverage). PCAF methodology (L941-948). Not covered: project finance, motor vehicle.",—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part A,Data Quality Score,0,5,0.0,[VERIFIED],,"No single overall PCAF DQS published. Per-sector DQS available in detailed tables: Treasury S1&S2 ranges 1.6-5.0, Mortgage 4.2-5.0, Lending 3.8-5.0 (L1965-1970, L2531, L2616). No weighted average disclosed. Score 0.",—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part A,Attribution Methodology,4,5,80.0,[VERIFIED],,"PCAF signatory. Uses PCAF (2022) Global GHG Accounting and Reporting Standard Part A (L947). SBTi-validated targets (L148, L887). Third-party platform for calculations (L1950-1952). Covers treasury, mortgage, lending books comprehensively. Includes S3 for listed equities, bonds, and corporate loans. Score 4: full PCAF methods, signatory.",—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part A,Portfolio Coverage,2,5,40.0,[VERIFIED],,"Treasury book: 68% outstanding coverage (L2232). Mortgage book: 97% (L2557). Lending book: 100% corporate loans covered. The 49% at L986 is the SBTi portfolio coverage target (share in companies with SBTi targets), NOT financed emissions coverage. Estimated overall ~70% but not explicitly published as a single figure. Conservative score 2.",—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part A,Temporal Coverage,3,3,100.0,[VERIFIED],,"Financed emissions tracked from 2021 baseline (L895). Data for 2021, 2024, 2025 (restated via new platform, L1953). 52% reduction vs 2021 (L172). SBTi targets: 36%+ by 2025 (achieved 49%), 100% by 2040, net-zero by 2050 (L876-883). Score 3.",—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part B,Asset Class Coverage,0,5,0.0,[VERIFIED],,"No facilitated emissions reported. Julius Baer is a private wealth manager, not a capital markets underwriter. No Part B activity identified in the report.",—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part B,Attribution Methodology,0,5,0.0,[VERIFIED],,No facilitated emissions methodology.,—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part B,Temporal Coverage,0,3,0.0,[VERIFIED],,No facilitated emissions data.,—,—,V2 client-verified
Julius Baer,2024-12-31,Bank,Signatory,Part C,Asset Class Coverage,N/A,N/A,,[N/A],,"N/A — Julius Baer is a bank, not an insurer/reinsurer.",N/A,N/A,V2 client-verified – N/A
Julius Baer,2024-12-31,Bank,Signatory,Part C,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Julius Baer,2024-12-31,Bank,Signatory,Part C,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
